dataset,model,paradigm,group_col,group_value,n,accuracy,error_rate,n_cases,group_value_label
BPI12,rnn,sequence,activity_current,8,40,0.775,0.2249999999999999,40,A_FINALIZED
BPI12,rnn,sequence,activity_current,9,86,0.2906976744186046,0.7093023255813953,86,A_PARTLYSUBMITTED
BPI12,rnn,sequence,activity_current,10,60,1.0,0.0,60,A_PREACCEPTED
BPI12,rnn,sequence,activity_current,12,91,1.0,0.0,91,A_SUBMITTED
BPI12,rnn,sequence,activity_current,14,37,0.5675675675675675,0.4324324324324324,37,O_CANCELLED
BPI12,rnn,sequence,activity_current,15,61,0.9836065573770492,0.0163934426229508,60,O_CREATED
BPI12,rnn,sequence,activity_current,17,48,0.75,0.25,48,O_SELECTED
BPI12,rnn,sequence,activity_current,18,57,0.6842105263157895,0.3157894736842105,57,O_SENT
BPI12,rnn,sequence,activity_current,20,117,0.6923076923076923,0.3076923076923077,110,W_Afhandelen leads
BPI12,rnn,sequence,activity_current,22,469,0.8656716417910447,0.1343283582089552,371,W_Completeren aanvraag
BPI12,rnn,sequence,activity_current,23,162,0.7469135802469136,0.2530864197530864,118,W_Nabellen incomplete dossiers
BPI12,rnn,sequence,activity_current,24,385,0.7714285714285715,0.2285714285714285,311,W_Nabellen offertes
BPI12,rnn,sequence,activity_current,25,171,0.6666666666666666,0.3333333333333333,145,W_Valideren aanvraag
BPI12,saprpt,tabular_fm,activity_current,3,34,0.4117647058823529,0.5882352941176471,34,A_ACCEPTED
BPI12,saprpt,tabular_fm,activity_current,7,43,0.5348837209302325,0.4651162790697675,43,A_DECLINED
BPI12,saprpt,tabular_fm,activity_current,8,40,0.5,0.5,40,A_FINALIZED
BPI12,saprpt,tabular_fm,activity_current,9,86,0.3953488372093023,0.6046511627906976,86,A_PARTLYSUBMITTED
BPI12,saprpt,tabular_fm,activity_current,10,60,1.0,0.0,60,A_PREACCEPTED
BPI12,saprpt,tabular_fm,activity_current,12,91,1.0,0.0,91,A_SUBMITTED
BPI12,saprpt,tabular_fm,activity_current,14,37,0.3243243243243243,0.6756756756756757,37,O_CANCELLED
BPI12,saprpt,tabular_fm,activity_current,15,61,1.0,0.0,60,O_CREATED
BPI12,saprpt,tabular_fm,activity_current,17,48,0.3541666666666667,0.6458333333333333,48,O_SELECTED
BPI12,saprpt,tabular_fm,activity_current,18,57,0.9649122807017544,0.0350877192982456,57,O_SENT
BPI12,saprpt,tabular_fm,activity_current,20,117,0.4102564102564102,0.5897435897435898,110,W_Afhandelen leads
BPI12,saprpt,tabular_fm,activity_current,22,469,0.7398720682302772,0.2601279317697228,371,W_Completeren aanvraag
BPI12,saprpt,tabular_fm,activity_current,23,162,0.6975308641975309,0.3024691358024691,118,W_Nabellen incomplete dossiers
BPI12,saprpt,tabular_fm,activity_current,24,385,0.6675324675324675,0.3324675324675324,311,W_Nabellen offertes
BPI12,saprpt,tabular_fm,activity_current,25,171,0.2748538011695906,0.7251461988304093,145,W_Valideren aanvraag
BPI12,tabpfn3,tabular_fm,activity_current,3,34,0.5588235294117647,0.4411764705882353,34,A_ACCEPTED
BPI12,tabpfn3,tabular_fm,activity_current,7,43,0.7441860465116279,0.2558139534883721,43,A_DECLINED
BPI12,tabpfn3,tabular_fm,activity_current,8,40,0.45,0.55,40,A_FINALIZED
BPI12,tabpfn3,tabular_fm,activity_current,9,86,0.3604651162790697,0.6395348837209303,86,A_PARTLYSUBMITTED
BPI12,tabpfn3,tabular_fm,activity_current,10,60,1.0,0.0,60,A_PREACCEPTED
BPI12,tabpfn3,tabular_fm,activity_current,12,91,1.0,0.0,91,A_SUBMITTED
BPI12,tabpfn3,tabular_fm,activity_current,14,37,0.3783783783783784,0.6216216216216216,37,O_CANCELLED
BPI12,tabpfn3,tabular_fm,activity_current,15,61,1.0,0.0,60,O_CREATED
BPI12,tabpfn3,tabular_fm,activity_current,17,48,0.3125,0.6875,48,O_SELECTED
BPI12,tabpfn3,tabular_fm,activity_current,18,57,0.9824561403508772,0.0175438596491228,57,O_SENT
BPI12,tabpfn3,tabular_fm,activity_current,20,117,0.3675213675213675,0.6324786324786325,110,W_Afhandelen leads
BPI12,tabpfn3,tabular_fm,activity_current,22,469,0.7505330490405118,0.2494669509594882,371,W_Completeren aanvraag
BPI12,tabpfn3,tabular_fm,activity_current,23,162,0.7037037037037037,0.2962962962962963,118,W_Nabellen incomplete dossiers
BPI12,tabpfn3,tabular_fm,activity_current,24,385,0.6545454545454545,0.3454545454545454,311,W_Nabellen offertes
BPI12,tabpfn3,tabular_fm,activity_current,25,171,0.3099415204678362,0.6900584795321638,145,W_Valideren aanvraag
BPI12,transformer,sequence,activity_current,3,34,0.4117647058823529,0.5882352941176471,34,A_ACCEPTED
BPI12,transformer,sequence,activity_current,7,43,1.0,0.0,43,A_DECLINED
BPI12,transformer,sequence,activity_current,8,40,1.0,0.0,40,A_FINALIZED
BPI12,transformer,sequence,activity_current,9,86,0.2790697674418604,0.7209302325581395,86,A_PARTLYSUBMITTED
BPI12,transformer,sequence,activity_current,10,60,1.0,0.0,60,A_PREACCEPTED
BPI12,transformer,sequence,activity_current,12,91,1.0,0.0,91,A_SUBMITTED
BPI12,transformer,sequence,activity_current,14,37,0.7027027027027027,0.2972972972972972,37,O_CANCELLED
BPI12,transformer,sequence,activity_current,15,61,1.0,0.0,60,O_CREATED
BPI12,transformer,sequence,activity_current,17,48,0.75,0.25,48,O_SELECTED
BPI12,transformer,sequence,activity_current,18,57,1.0,0.0,57,O_SENT
BPI12,transformer,sequence,activity_current,20,117,0.7692307692307693,0.2307692307692307,110,W_Afhandelen leads
BPI12,transformer,sequence,activity_current,22,469,0.8635394456289979,0.1364605543710021,371,W_Completeren aanvraag
BPI12,transformer,sequence,activity_current,23,162,0.7283950617283951,0.2716049382716049,118,W_Nabellen incomplete dossiers
BPI12,transformer,sequence,activity_current,24,385,0.5662337662337662,0.4337662337662338,311,W_Nabellen offertes
BPI12,transformer,sequence,activity_current,25,171,0.7251461988304093,0.2748538011695907,145,W_Valideren aanvraag
BPI17,gemma-2-2b,llm,activity_current,3,54,1.0,0.0,54,A_Accepted
BPI17,gemma-2-2b,llm,activity_current,5,60,0.9833333333333332,0.0166666666666667,60,A_Complete
BPI17,gemma-2-2b,llm,activity_current,6,54,0.9074074074074074,0.0925925925925925,54,A_Concept
BPI17,gemma-2-2b,llm,activity_current,7,43,0.7209302325581395,0.2790697674418605,43,A_Create Application
BPI17,gemma-2-2b,llm,activity_current,9,35,0.9714285714285714,0.0285714285714285,35,A_Incomplete
BPI17,gemma-2-2b,llm,activity_current,11,31,1.0,0.0,31,A_Submitted
BPI17,gemma-2-2b,llm,activity_current,12,63,0.9523809523809524,0.0476190476190476,63,A_Validating
BPI17,gemma-2-2b,llm,activity_current,14,37,0.6216216216216216,0.3783783783783784,37,O_Cancelled
BPI17,gemma-2-2b,llm,activity_current,15,60,1.0,0.0,59,O_Create Offer
BPI17,gemma-2-2b,llm,activity_current,16,72,0.8472222222222222,0.1527777777777778,72,O_Created
BPI17,gemma-2-2b,llm,activity_current,18,35,1.0,0.0,35,O_Returned
BPI17,gemma-2-2b,llm,activity_current,19,61,0.9508196721311476,0.0491803278688525,61,O_Sent (mail and online)
BPI17,gemma-2-2b,llm,activity_current,22,329,0.8480243161094225,0.1519756838905774,324,W_Call after offers
BPI17,gemma-2-2b,llm,activity_current,23,326,0.7484662576687117,0.2515337423312883,313,W_Call incomplete files
BPI17,gemma-2-2b,llm,activity_current,24,247,0.8016194331983806,0.1983805668016194,244,W_Complete application
BPI17,gemma-2-2b,llm,activity_current,25,76,0.8421052631578947,0.1578947368421053,75,W_Handle leads
BPI17,gemma-2-2b,llm,activity_current,27,318,0.6761006289308176,0.3238993710691824,311,W_Validate application
BPI17,llama32-1b,llm,activity_current,3,54,1.0,0.0,54,A_Accepted
BPI17,llama32-1b,llm,activity_current,5,60,0.9166666666666666,0.0833333333333333,60,A_Complete
BPI17,llama32-1b,llm,activity_current,6,54,0.6296296296296297,0.3703703703703703,54,A_Concept
BPI17,llama32-1b,llm,activity_current,7,43,0.7209302325581395,0.2790697674418605,43,A_Create Application
BPI17,llama32-1b,llm,activity_current,9,35,0.9714285714285714,0.0285714285714285,35,A_Incomplete
BPI17,llama32-1b,llm,activity_current,11,31,1.0,0.0,31,A_Submitted
BPI17,llama32-1b,llm,activity_current,12,63,0.9523809523809524,0.0476190476190476,63,A_Validating
BPI17,llama32-1b,llm,activity_current,14,37,0.5135135135135135,0.4864864864864865,37,O_Cancelled
BPI17,llama32-1b,llm,activity_current,15,60,0.8833333333333333,0.1166666666666667,59,O_Create Offer
BPI17,llama32-1b,llm,activity_current,16,72,0.7777777777777778,0.2222222222222222,72,O_Created
BPI17,llama32-1b,llm,activity_current,18,35,0.9714285714285714,0.0285714285714285,35,O_Returned
BPI17,llama32-1b,llm,activity_current,19,61,0.8688524590163934,0.1311475409836066,61,O_Sent (mail and online)
BPI17,llama32-1b,llm,activity_current,22,329,0.8358662613981763,0.1641337386018236,324,W_Call after offers
BPI17,llama32-1b,llm,activity_current,23,326,0.7423312883435583,0.2576687116564417,313,W_Call incomplete files
BPI17,llama32-1b,llm,activity_current,24,247,0.708502024291498,0.291497975708502,244,W_Complete application
BPI17,llama32-1b,llm,activity_current,25,76,0.8289473684210527,0.1710526315789473,75,W_Handle leads
BPI17,llama32-1b,llm,activity_current,27,318,0.7767295597484277,0.2232704402515722,311,W_Validate application
BPI17,rnn,sequence,activity_current,3,54,1.0,0.0,54,A_Accepted
BPI17,rnn,sequence,activity_current,5,60,0.9833333333333332,0.0166666666666667,60,A_Complete
BPI17,rnn,sequence,activity_current,6,54,0.9074074074074074,0.0925925925925925,54,A_Concept
BPI17,rnn,sequence,activity_current,7,43,0.7209302325581395,0.2790697674418605,43,A_Create Application
BPI17,rnn,sequence,activity_current,9,35,0.9714285714285714,0.0285714285714285,35,A_Incomplete
BPI17,rnn,sequence,activity_current,11,31,1.0,0.0,31,A_Submitted
BPI17,rnn,sequence,activity_current,12,63,0.9682539682539684,0.0317460317460317,63,A_Validating
BPI17,rnn,sequence,activity_current,14,37,0.6756756756756757,0.3243243243243243,37,O_Cancelled
BPI17,rnn,sequence,activity_current,15,60,1.0,0.0,59,O_Create Offer
BPI17,rnn,sequence,activity_current,16,72,0.8333333333333334,0.1666666666666666,72,O_Created
BPI17,rnn,sequence,activity_current,18,35,0.9142857142857144,0.0857142857142857,35,O_Returned
BPI17,rnn,sequence,activity_current,19,61,0.918032786885246,0.081967213114754,61,O_Sent (mail and online)
BPI17,rnn,sequence,activity_current,22,329,0.8753799392097265,0.1246200607902735,324,W_Call after offers
BPI17,rnn,sequence,activity_current,23,326,0.8343558282208589,0.1656441717791411,313,W_Call incomplete files
BPI17,rnn,sequence,activity_current,24,247,0.7732793522267206,0.2267206477732793,244,W_Complete application
BPI17,rnn,sequence,activity_current,25,76,0.8947368421052632,0.1052631578947368,75,W_Handle leads
BPI17,rnn,sequence,activity_current,27,318,0.7861635220125787,0.2138364779874213,311,W_Validate application
BPI17,saprpt,tabular_fm,activity_current,3,54,0.9814814814814816,0.0185185185185184,54,A_Accepted
BPI17,saprpt,tabular_fm,activity_current,5,60,0.9833333333333332,0.0166666666666667,60,A_Complete
BPI17,saprpt,tabular_fm,activity_current,6,54,0.6296296296296297,0.3703703703703703,54,A_Concept
BPI17,saprpt,tabular_fm,activity_current,7,43,0.7441860465116279,0.2558139534883721,43,A_Create Application
BPI17,saprpt,tabular_fm,activity_current,9,35,0.9714285714285714,0.0285714285714285,35,A_Incomplete
BPI17,saprpt,tabular_fm,activity_current,11,31,1.0,0.0,31,A_Submitted
BPI17,saprpt,tabular_fm,activity_current,12,63,0.6031746031746031,0.3968253968253968,63,A_Validating
BPI17,saprpt,tabular_fm,activity_current,14,37,0.2432432432432432,0.7567567567567568,37,O_Cancelled
BPI17,saprpt,tabular_fm,activity_current,15,60,1.0,0.0,59,O_Create Offer
BPI17,saprpt,tabular_fm,activity_current,16,72,0.5416666666666666,0.4583333333333333,72,O_Created
BPI17,saprpt,tabular_fm,activity_current,18,35,0.7142857142857143,0.2857142857142857,35,O_Returned
BPI17,saprpt,tabular_fm,activity_current,19,61,0.7540983606557377,0.2459016393442623,61,O_Sent (mail and online)
BPI17,saprpt,tabular_fm,activity_current,22,329,0.6413373860182371,0.3586626139817629,324,W_Call after offers
BPI17,saprpt,tabular_fm,activity_current,23,326,0.6411042944785276,0.3588957055214724,313,W_Call incomplete files
BPI17,saprpt,tabular_fm,activity_current,24,247,0.4412955465587044,0.5587044534412955,244,W_Complete application
BPI17,saprpt,tabular_fm,activity_current,25,76,0.4868421052631579,0.513157894736842,75,W_Handle leads
BPI17,saprpt,tabular_fm,activity_current,27,318,0.4716981132075472,0.5283018867924528,311,W_Validate application
BPI17,tabpfn3,tabular_fm,activity_current,3,54,1.0,0.0,54,A_Accepted
BPI17,tabpfn3,tabular_fm,activity_current,5,60,0.9833333333333332,0.0166666666666667,60,A_Complete
BPI17,tabpfn3,tabular_fm,activity_current,6,54,0.7037037037037037,0.2962962962962963,54,A_Concept
BPI17,tabpfn3,tabular_fm,activity_current,7,43,0.7209302325581395,0.2790697674418605,43,A_Create Application
BPI17,tabpfn3,tabular_fm,activity_current,9,35,0.9714285714285714,0.0285714285714285,35,A_Incomplete
BPI17,tabpfn3,tabular_fm,activity_current,11,31,1.0,0.0,31,A_Submitted
BPI17,tabpfn3,tabular_fm,activity_current,12,63,0.6031746031746031,0.3968253968253968,63,A_Validating
BPI17,tabpfn3,tabular_fm,activity_current,14,37,0.5675675675675675,0.4324324324324324,37,O_Cancelled
BPI17,tabpfn3,tabular_fm,activity_current,15,60,1.0,0.0,59,O_Create Offer
BPI17,tabpfn3,tabular_fm,activity_current,16,72,0.8333333333333334,0.1666666666666666,72,O_Created
BPI17,tabpfn3,tabular_fm,activity_current,18,35,0.8571428571428571,0.1428571428571429,35,O_Returned
BPI17,tabpfn3,tabular_fm,activity_current,19,61,0.7377049180327869,0.2622950819672131,61,O_Sent (mail and online)
BPI17,tabpfn3,tabular_fm,activity_current,22,329,0.6565349544072948,0.3434650455927052,324,W_Call after offers
BPI17,tabpfn3,tabular_fm,activity_current,23,326,0.647239263803681,0.352760736196319,313,W_Call incomplete files
BPI17,tabpfn3,tabular_fm,activity_current,24,247,0.4210526315789473,0.5789473684210527,244,W_Complete application
BPI17,tabpfn3,tabular_fm,activity_current,25,76,0.5263157894736842,0.4736842105263158,75,W_Handle leads
BPI17,tabpfn3,tabular_fm,activity_current,27,318,0.4685534591194968,0.5314465408805031,311,W_Validate application
BPI17,transformer,sequence,activity_current,3,54,1.0,0.0,54,A_Accepted
BPI17,transformer,sequence,activity_current,5,60,0.9833333333333332,0.0166666666666667,60,A_Complete
BPI17,transformer,sequence,activity_current,6,54,0.925925925925926,0.074074074074074,54,A_Concept
BPI17,transformer,sequence,activity_current,7,43,0.4651162790697674,0.5348837209302326,43,A_Create Application
BPI17,transformer,sequence,activity_current,9,35,1.0,0.0,35,A_Incomplete
BPI17,transformer,sequence,activity_current,11,31,1.0,0.0,31,A_Submitted
BPI17,transformer,sequence,activity_current,12,63,0.9047619047619048,0.0952380952380952,63,A_Validating
BPI17,transformer,sequence,activity_current,14,37,0.945945945945946,0.054054054054054,37,O_Cancelled
BPI17,transformer,sequence,activity_current,15,60,1.0,0.0,59,O_Create Offer
BPI17,transformer,sequence,activity_current,16,72,0.8333333333333334,0.1666666666666666,72,O_Created
BPI17,transformer,sequence,activity_current,18,35,0.9714285714285714,0.0285714285714285,35,O_Returned
BPI17,transformer,sequence,activity_current,19,61,0.9672131147540984,0.0327868852459016,61,O_Sent (mail and online)
BPI17,transformer,sequence,activity_current,22,329,0.8723404255319149,0.127659574468085,324,W_Call after offers
BPI17,transformer,sequence,activity_current,23,326,0.7914110429447853,0.2085889570552147,313,W_Call incomplete files
BPI17,transformer,sequence,activity_current,24,247,0.8299595141700404,0.1700404858299595,244,W_Complete application
BPI17,transformer,sequence,activity_current,25,76,0.8947368421052632,0.1052631578947368,75,W_Handle leads
BPI17,transformer,sequence,activity_current,27,318,0.7484276729559748,0.2515723270440252,311,W_Validate application
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,3,199,1.0,0.0,199,Payment Handled
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,4,215,0.386046511627907,0.613953488372093,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,5,78,0.7564102564102564,0.2435897435897436,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,7,32,0.96875,0.03125,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,8,37,0.918918918918919,0.081081081081081,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,9,160,0.875,0.125,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,16,201,0.1293532338308457,0.8706467661691543,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,17,223,0.5515695067264574,0.4484304932735425,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,18,87,0.9080459770114944,0.0919540229885057,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,22,180,0.9722222222222222,0.0277777777777777,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,23,41,0.8048780487804879,0.1951219512195121,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,25,41,0.2195121951219512,0.7804878048780488,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,30,256,0.06640625,0.93359375,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,gemma-2-2b,llm,activity_current,31,224,0.9821428571428572,0.0178571428571429,224,Request Payment
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,3,199,0.9899497487437184,0.0100502512562814,199,Payment Handled
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,4,215,0.2186046511627907,0.7813953488372093,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,5,78,0.1025641025641025,0.8974358974358975,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,7,32,0.15625,0.84375,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,8,37,0.8918918918918919,0.1081081081081081,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,9,160,0.83125,0.1687499999999999,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,16,201,0.5671641791044776,0.4328358208955224,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,17,223,0.4663677130044843,0.5336322869955157,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,18,87,0.7701149425287356,0.2298850574712644,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,22,180,0.9277777777777778,0.0722222222222221,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,23,41,0.024390243902439,0.975609756097561,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,25,41,0.3414634146341463,0.6585365853658536,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,30,256,0.515625,0.484375,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,llama32-1b,llm,activity_current,31,224,0.875,0.125,224,Request Payment
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,3,199,1.0,0.0,199,Payment Handled
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,4,215,0.3813953488372093,0.6186046511627907,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,5,78,0.782051282051282,0.2179487179487179,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,7,32,0.9375,0.0625,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,8,37,0.918918918918919,0.081081081081081,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,9,160,0.95,0.05,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,16,201,0.3283582089552239,0.6716417910447761,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,17,223,0.8340807174887892,0.1659192825112108,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,18,87,0.9310344827586208,0.0689655172413793,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,22,180,0.9833333333333332,0.0166666666666667,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,23,41,0.8292682926829268,0.1707317073170732,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,25,41,0.5853658536585366,0.4146341463414634,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,30,256,0.76953125,0.23046875,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,rnn,sequence,activity_current,31,224,0.9866071428571428,0.013392857142857,224,Request Payment
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,3,199,1.0,0.0,199,Payment Handled
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,4,215,0.3767441860465116,0.6232558139534884,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,5,78,0.7564102564102564,0.2435897435897436,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,7,32,0.96875,0.03125,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,8,37,0.8918918918918919,0.1081081081081081,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,9,160,0.85,0.15,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,16,201,0.9751243781094528,0.0248756218905472,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,17,223,0.5381165919282511,0.4618834080717489,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,18,87,0.9080459770114944,0.0919540229885057,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,22,180,0.9722222222222222,0.0277777777777777,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,23,41,0.8048780487804879,0.1951219512195121,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,25,41,0.7560975609756098,0.2439024390243902,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,30,256,0.2734375,0.7265625,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,saprpt,tabular_fm,activity_current,31,224,0.9821428571428572,0.0178571428571429,224,Request Payment
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,3,199,1.0,0.0,199,Payment Handled
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,4,215,0.3906976744186046,0.6093023255813954,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,5,78,0.7564102564102564,0.2435897435897436,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,7,32,0.9375,0.0625,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,8,37,0.8918918918918919,0.1081081081081081,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,9,160,0.85,0.15,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,16,201,0.2288557213930348,0.7711442786069651,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,17,223,0.5381165919282511,0.4618834080717489,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,18,87,0.9080459770114944,0.0919540229885057,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,22,180,0.9722222222222222,0.0277777777777777,180,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,23,41,0.8048780487804879,0.1951219512195121,39,Request For Payment REJECTED by ADMINISTRATION
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,25,41,0.7073170731707317,0.2926829268292683,41,Request For Payment REJECTED by EMPLOYEE
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,30,256,0.046875,0.953125,242,Request For Payment SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,tabpfn3,tabular_fm,activity_current,31,224,0.9821428571428572,0.0178571428571429,224,Request Payment
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,3,199,1.0,0.0,199,Payment Handled
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,4,215,0.3906976744186046,0.6093023255813954,212,Permit APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,5,78,0.7564102564102564,0.2435897435897436,78,Permit APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,7,32,0.8125,0.1875,32,Permit APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,8,37,0.945945945945946,0.054054054054054,37,Permit FINAL_APPROVED by DIRECTOR
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,9,160,0.89375,0.1062499999999999,160,Permit FINAL_APPROVED by SUPERVISOR
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,16,201,0.4577114427860697,0.5422885572139303,198,Permit SUBMITTED by EMPLOYEE
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,17,223,0.7443946188340808,0.2556053811659192,223,Request For Payment APPROVED by ADMINISTRATION
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,18,87,0.9310344827586208,0.0689655172413793,87,Request For Payment APPROVED by BUDGET OWNER
BPI20PrepaidTravelCosts,transformer,sequence,activity_current,22,180,0.9722222222222222,0.0277777777777777,180,Request For Payment FINAL_APPROVED by SUPERVISOR
